"id","wing","wing_title","artifact_title","location","description"
"paintings-022","paintings","جناح اللوحات والفنون","مدرب السلاحف","عثمان حمدي بك - تركيا","تحفة فنية ترمز لبطء الإصلاح الاجتماعي. تجسّد هذه اللوحة براعة فنانها في استخدام الضوء والتكوين البصري."
"paintings-023","paintings","جناح اللوحات والفنون","انطباع، شروق الشمس","كلود مونيه - فرنسا","اللوحة التي أعطت اسمها للمدرسة الانطباعية. تنتمي هذه اللوحة إلى أعمال فنية أثّرت في مسار تاريخ الفن التشكيلي."
"paintings-024","paintings","جناح اللوحات والفنون","سلسلة زنابق الماء","كلود مونيه - فرنسا","سلسلة لوحات لحديقة الفنان الخاصة. تحمل هذه اللوحة بصمة أسلوب فني مميز اشتهر به صاحبها عبر العصور."
"paintings-025","paintings","جناح اللوحات والفنون","كاتدرائية روان","كلود مونيه - فرنسا","سلسلة لوحات تدرس تأثير الضوء على المبنى. تعكس هذه اللوحة الأسلوب الفني والروح الفكرية للحقبة التي رُسمت فيها."
"paintings-026","paintings","جناح اللوحات والفنون","ليلة عيد الميلاد الفنية (نجمة الليل)","إدغار ديغا - فرنسا","لوحة تجمع بين الحركة والضوء المسرحي. تجسّد هذه اللوحة براعة فنانها في استخدام الضوء والتكوين البصري."
"paintings-027","paintings","جناح اللوحات والفنون","راقصات الباليه","إدغار ديغا - فرنسا","سلسلة لوحات تصور راقصات الباليه الفرنسيات. تنتمي هذه اللوحة إلى أعمال فنية أثّرت في مسار تاريخ الفن التشكيلي."
"paintings-028","paintings","جناح اللوحات والفنون","بعد ظهر يوم أحد في جزيرة لا غراند جات","جورج سورا - فرنسا","لوحة رائدة في أسلوب التنقيط اللوني. تحمل هذه اللوحة بصمة أسلوب فني مميز اشتهر به صاحبها عبر العصور."
"paintings-029","paintings","جناح اللوحات والفنون","لاعبو الورق","بول سيزان - فرنسا","لوحة تجسد لحظة هدوء بين فلاحين. تعكس هذه اللوحة الأسلوب الفني والروح الفكرية للحقبة التي رُسمت فيها."
"paintings-030","paintings","جناح اللوحات والفنون","الجبل سانت فيكتوار","بول سيزان - فرنسا","سلسلة مناظر طبيعية أثرت في الفن التكعيبي. تجسّد هذه اللوحة براعة فنانها في استخدام الضوء والتكوين البصري."
"paintings-031","paintings","جناح اللوحات والفنون","آنسات أفينيون","بابلو بيكاسو - إسبانيا","لوحة مبكرة مهّدت لظهور المدرسة التكعيبية. تنتمي هذه اللوحة إلى أعمال فنية أثّرت في مسار تاريخ الفن التشكيلي."
"paintings-032","paintings","جناح اللوحات والفنون","الرجل العجوز والحرفة","بابلو بيكاسو - إسبانيا","من أعمال بيكاسو المبكرة بالفترة الزرقاء. تحمل هذه اللوحة بصمة أسلوب فني مميز اشتهر به صاحبها عبر العصور."
"paintings-033","paintings","جناح اللوحات والفنون","ثبات الذاكرة","سلفادور دالي - إسبانيا","لوحة سريالية بالساعات الذائبة الشهيرة. تعكس هذه اللوحة الأسلوب الفني والروح الفكرية للحقبة التي رُسمت فيها."
"paintings-034","paintings","جناح اللوحات والفنون","العناصر الثلاثة (شبح الحرب الأهلية)","سلفادور دالي - إسبانيا","تعبير سريالي عن أهوال الحرب الأهلية الإسبانية. تجسّد هذه اللوحة براعة فنانها في استخدام الضوء والتكوين البصري."
"paintings-035","paintings","جناح اللوحات والفنون","التوأمان (فريدا كاهلو)","فريدا كاهلو - المكسيك","بورتريه ذاتي مزدوج يعكس هويتها المزدوجة. تنتمي هذه اللوحة إلى أعمال فنية أثّرت في مسار تاريخ الفن التشكيلي."
"paintings-036","paintings","جناح اللوحات والفنون","العمود المكسور","فريدا كاهلو - المكسيك","بورتريه ذاتي يعبر عن الألم الجسدي. تحمل هذه اللوحة بصمة أسلوب فني مميز اشتهر به صاحبها عبر العصور."
"paintings-037","paintings","جناح اللوحات والفنون","النجمة الأمريكية (أمريكان غوثيك)","غرانت وود - أمريكا","لوحة أيقونية تصور مزارعين أمريكيين. تعكس هذه اللوحة الأسلوب الفني والروح الفكرية للحقبة التي رُسمت فيها."
"paintings-038","paintings","جناح اللوحات والفنون","نوكتورن في الأسود والذهبي","جيمس ماكنيل ويسلر - أمريكا","لوحة تجريدية مبكرة لألعاب نارية ليلية. تجسّد هذه اللوحة براعة فنانها في استخدام الضوء والتكوين البصري."
"paintings-039","paintings","جناح اللوحات والفنون","ليلى والمجنون","منمنمة من خمسة نظامي - إيران","منمنمة فارسية تصور إحدى أشهر قصص الحب في الأدب العربي والفارسي. تعكس هذه اللوحة تقليد التصوير في المخطوطات الإسلامية المزخرفة."
"paintings-040","paintings","جناح اللوحات والفنون","زواج آرنولفيني","يان فان آيك - فلاندرز","بورتريه مزدوج شهير بتفاصيله الدقيقة. تحمل هذه اللوحة بصمة أسلوب فني مميز اشتهر به صاحبها عبر العصور."
